Sunshine,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,_Location_type,RainTomorrow
7.6111775206611565,72.0,60.0,8.0,8.0,Dry Location,No
7.6111775206611565,86.0,42.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,83.0,49.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,61.0,40.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,72.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,78.0,42.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,80.0,40.0,6.0,4.509930082924903,Dry Location,No
7.6111775206611565,74.0,37.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,67.0,44.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,72.0,39.0,1.0,1.0,Dry Location,No
7.6111775206611565,72.0,38.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,76.0,34.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,74.0,33.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,75.0,32.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,80.0,53.0,7.0,8.0,Dry Location,No
7.6111775206611565,77.0,47.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,43.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,69.0,49.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,73.0,37.0,4.4474612602152455,7.0,Dry Location,No
7.6111775206611565,50.0,41.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,55.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,70.0,35.0,4.4474612602152455,6.0,Dry Location,Yes
7.6111775206611565,89.0,48.0,8.0,8.0,Dry Location,No
7.6111775206611565,83.0,48.0,7.0,3.0,Dry Location,No
7.6111775206611565,79.0,53.0,2.0,1.0,Dry Location,No
7.6111775206611565,90.0,44.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,66.0,28.0,5.0,7.0,Dry Location,No
7.6111775206611565,92.0,77.0,8.0,7.0,Dry Location,Yes
7.6111775206611565,83.0,50.0,7.0,4.509930082924903,Dry Location,No
7.6111775206611565,74.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,79.0,35.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,81.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,66.0,35.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,66.0,37.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,72.0,51.5391158755046,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,77.0,48.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,81.0,54.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,86.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,81.0,39.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,82.0,38.0,4.4474612602152455,4.0,Dry Location,Yes
7.6111775206611565,90.0,76.0,7.0,8.0,Dry Location,Yes
7.6111775206611565,100.0,62.0,8.0,8.0,Dry Location,No
7.6111775206611565,100.0,63.0,8.0,7.0,Dry Location,Yes
7.6111775206611565,99.0,72.0,8.0,8.0,Dry Location,No
7.6111775206611565,100.0,55.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,98.0,79.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,59.0,45.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,75.0,40.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,57.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,81.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,53.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,79.0,62.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,100.0,57.0,7.0,1.0,Dry Location,No
7.6111775206611565,98.0,91.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,84.0,70.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,100.0,69.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,71.0,5.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,65.0,4.4474612602152455,8.0,Dry Location,Yes
7.6111775206611565,95.0,64.0,8.0,8.0,Dry Location,No
7.6111775206611565,100.0,65.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,71.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,100.0,80.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,100.0,67.0,8.0,4.509930082924903,Dry Location,Yes
7.6111775206611565,93.0,51.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,83.0,51.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,83.0,8.0,7.0,Dry Location,No
7.6111775206611565,100.0,63.0,5.0,6.0,Dry Location,No
7.6111775206611565,89.0,52.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,97.0,50.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,97.0,60.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,87.0,53.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,89.0,51.0,3.0,4.509930082924903,Dry Location,No
7.6111775206611565,84.0,85.0,8.0,8.0,Dry Location,No
7.6111775206611565,56.0,51.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,81.0,51.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,95.0,67.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,92.0,59.0,5.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,60.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,97.0,54.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,82.0,8.0,7.0,Dry Location,No
7.6111775206611565,100.0,65.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,69.0,8.0,5.0,Dry Location,No
7.6111775206611565,83.0,59.0,8.0,8.0,Dry Location,No
7.6111775206611565,73.0,56.0,8.0,1.0,Dry Location,Yes
7.6111775206611565,90.0,55.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,78.0,55.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,84.0,60.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,64.0,3.0,8.0,Dry Location,No
7.6111775206611565,100.0,74.0,5.0,6.0,Dry Location,Yes
7.6111775206611565,73.0,69.0,4.4474612602152455,1.0,Dry Location,Yes
7.6111775206611565,76.0,73.0,6.0,8.0,Dry Location,No
7.6111775206611565,100.0,73.0,8.0,1.0,Dry Location,No
7.6111775206611565,100.0,56.0,7.0,4.509930082924903,Dry Location,No
7.6111775206611565,100.0,73.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,98.0,63.0,8.0,7.0,Dry Location,No
7.6111775206611565,100.0,69.0,6.0,4.509930082924903,Dry Location,No
7.6111775206611565,98.0,56.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,100.0,90.0,8.0,8.0,Dry Location,No
7.6111775206611565,100.0,72.0,8.0,2.0,Dry Location,No
7.6111775206611565,100.0,65.0,7.0,1.0,Dry Location,No
7.6111775206611565,87.0,55.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,87.0,83.0,1.0,8.0,Dry Location,No
7.6111775206611565,89.0,62.0,8.0,3.0,Dry Location,Yes
7.6111775206611565,94.0,89.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,95.0,85.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,100.0,58.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,79.0,57.0,8.0,8.0,Dry Location,No
7.6111775206611565,65.0,58.0,4.4474612602152455,8.0,Dry Location,Yes
7.6111775206611565,100.0,45.0,8.0,4.509930082924903,Dry Location,Yes
7.6111775206611565,79.0,43.0,8.0,4.509930082924903,Dry Location,Yes
7.6111775206611565,94.0,67.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,87.0,64.0,8.0,8.0,Dry Location,No
7.6111775206611565,76.0,61.0,8.0,8.0,Dry Location,No
7.6111775206611565,91.0,60.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,91.0,59.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,88.0,45.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,80.0,53.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,74.0,42.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,80.0,51.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,82.0,51.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,79.0,51.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,82.0,61.0,8.0,8.0,Dry Location,No
7.6111775206611565,73.0,50.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,75.0,36.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,73.0,47.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,80.0,54.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,79.0,64.0,7.0,7.0,Dry Location,No
7.6111775206611565,81.0,50.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,67.0,50.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,73.0,53.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,84.0,48.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,92.0,76.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,79.0,67.0,5.0,8.0,Dry Location,Yes
7.6111775206611565,100.0,47.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,94.0,56.0,8.0,4.509930082924903,Dry Location,No
7.6111775206611565,77.0,47.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,47.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,68.0,44.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,84.0,50.0,8.0,6.0,Dry Location,Yes
7.6111775206611565,64.0,46.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,75.0,51.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,70.0,42.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,64.0,48.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,74.0,48.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,83.0,50.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,76.0,46.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,77.0,51.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,69.0,48.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,83.0,45.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,68.0,50.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,73.0,52.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,78.0,38.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,70.0,61.0,4.4474612602152455,8.0,Dry Location,Yes
7.6111775206611565,81.0,42.0,4.4474612602152455,3.0,Dry Location,No
7.6111775206611565,75.0,21.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,62.0,43.0,8.0,1.0,Dry Location,No
7.6111775206611565,72.0,40.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,75.0,26.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,67.0,29.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,64.0,45.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,62.0,37.0,6.0,8.0,Dry Location,No
7.6111775206611565,64.0,45.0,4.4474612602152455,7.0,Dry Location,No
7.6111775206611565,61.0,46.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,68.0,36.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,65.0,50.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,54.0,48.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,61.0,34.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,70.0,28.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,69.0,24.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,65.0,45.0,4.4474612602152455,5.0,Dry Location,No
7.6111775206611565,67.0,34.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,46.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,58.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,58.0,13.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,48.0,22.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,62.0,23.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,62.0,35.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,52.0,50.0,8.0,1.0,Dry Location,Yes
7.6111775206611565,86.0,55.0,8.0,8.0,Dry Location,No
7.6111775206611565,69.0,48.0,5.0,7.0,Dry Location,No
7.6111775206611565,69.0,34.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,55.0,32.0,2.0,4.509930082924903,Dry Location,No
7.6111775206611565,61.0,35.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,58.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,55.0,24.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,57.0,14.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,50.0,6.0,1.0,Dry Location,No
7.6111775206611565,54.0,21.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,54.0,36.0,4.4474612602152455,7.0,Dry Location,No
7.6111775206611565,58.0,29.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,50.0,30.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,49.0,25.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,58.0,22.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,56.0,13.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,37.0,27.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,41.0,16.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,46.0,23.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,38.0,19.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,47.0,15.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,62.0,93.0,1.0,8.0,Dry Location,Yes
7.6111775206611565,63.0,28.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,55.0,20.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,56.0,31.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,60.0,35.0,5.0,5.0,Dry Location,No
7.6111775206611565,43.0,33.0,1.0,5.0,Dry Location,No
7.6111775206611565,55.0,22.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,47.0,29.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,56.0,19.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,48.0,31.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,51.0,28.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,54.0,29.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,41.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,34.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,45.0,14.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,40.0,12.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,36.0,22.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,64.0,44.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,61.0,28.0,4.4474612602152455,1.0,Dry Location,Yes
7.6111775206611565,57.0,25.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,57.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,27.0,14.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,50.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,43.0,14.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,56.0,38.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,61.0,22.0,1.0,1.0,Dry Location,No
7.6111775206611565,40.0,32.0,8.0,8.0,Dry Location,No
7.6111775206611565,46.0,28.0,4.4474612602152455,4.0,Dry Location,No
7.6111775206611565,50.0,24.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,42.0,27.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,43.0,23.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,42.0,26.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,48.0,38.0,8.0,1.0,Dry Location,Yes
7.6111775206611565,54.0,27.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,55.0,26.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,37.0,13.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,46.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,44.0,19.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,47.0,15.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,34.0,12.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,37.0,11.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,27.0,15.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,50.0,21.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,55.0,25.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,54.0,26.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,43.0,20.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,45.0,23.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,53.0,24.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,52.0,27.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,22.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,51.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,49.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,50.0,16.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,51.0,15.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,43.0,14.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,34.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,25.0,24.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,45.0,26.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,46.0,27.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,57.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,49.0,13.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,31.0,10.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,46.0,19.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,56.0,17.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,54.0,24.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,57.0,39.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,62.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,Yes
7.6111775206611565,61.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,72.0,32.0,4.0,2.0,Dry Location,No
7.6111775206611565,63.0,31.0,2.0,4.509930082924903,Dry Location,Yes
7.6111775206611565,59.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,68.0,32.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,53.0,32.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,61.0,27.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,23.0,4.4474612602152455,6.0,Dry Location,No
7.6111775206611565,74.0,45.0,4.4474612602152455,8.0,Dry Location,No
7.6111775206611565,66.0,25.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,58.0,47.0,2.0,8.0,Dry Location,Yes
7.6111775206611565,83.0,36.0,1.0,4.509930082924903,Dry Location,No
7.6111775206611565,68.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,63.0,34.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,76.0,44.0,1.0,7.0,Dry Location,No
7.6111775206611565,76.0,35.0,6.0,3.0,Dry Location,No
7.6111775206611565,60.0,22.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,59.0,25.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,62.0,33.0,4.4474612602152455,2.0,Dry Location,No
7.6111775206611565,62.0,29.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,59.0,27.0,4.0,4.509930082924903,Dry Location,Yes
7.6111775206611565,77.0,42.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,68.0,18.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,59.0,28.0,4.4474612602152455,8.0,Dry Location,Yes
7.6111775206611565,77.0,47.0,8.0,8.0,Dry Location,No
7.6111775206611565,87.0,42.0,6.0,1.0,Dry Location,No
7.6111775206611565,70.0,25.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,59.0,31.0,4.4474612602152455,1.0,Dry Location,No
7.6111775206611565,54.0,56.0,4.4474612602152455,8.0,Dry Location,Yes
7.6111775206611565,81.0,33.0,4.4474612602152455,4.509930082924903,Dry Location,No
7.6111775206611565,78.0,49.0,4.4474612602152455,4.0,Dry Location,Yes
7.6111775206611565,83.0,78.0,8.0,8.0,Dry Location,Yes
7.6111775206611565,92.0,56.0,8.0,1.0,Dry Location,No
